id,candidate_id,vision,mission,resource
19,729,"TERWUJUDNYA ASAHAN YANG RELIGIUS, SEHAT, CERDAS DAN MANDIRI","1) MENINGKATKAN TATA KELOLA PEMERINTAHAN YANG SECARA AKUNTABEL DAN TRANSPARAN DENGAN BERORIENTASI PADA PELAYANAN PUBLIK YANG PRIMA UNTUK MENDORONG PERCEPATAN PEMBANGUNAN.
2) MENINGKATKAN KUALITAS SUMBER DAYA MANUSIA BERBASIS IMTAQ MELALUI PROSES PENDIDIKAN YANG BERKEADILAN DAN BERKUALITAS, SERTA PENINGKATAN PELAYANAN DAN KESADARAN KESEHATAN MASYARAKAT.
3) MENINGKATKAN PEMBANGUNAN INFRASTRUKTUR, SARANA DAN PRASARANA LAINNYA SECARA MERATA DALAM RANGKA MENDORONG TERWUJUDNYA MASYARAKAT YANG MANDIRI.
4) MENGEMBANGKAN POLA PEMBANGUNAN DAN PARTISIPATIF, PROAKTIF, KREATIF DAN INOVATIF DENGAN MENJADIKAN MASYARAKAT YANG CERDAS SEBAGAI BASIS UTAMA PELAKU PEMBANGUNAN DITENGAH KOMPETISI GLOBAL.
5) MENGELOLA KEMAJEMUKAN MASYARAKAT DENGAN MENJUNGJUNG TINGGI NILAI BUDAYA DAN MEMELIHARA KREATIFITAS LOKAL, GUNA MENDUKUNG PROSES PEMBANGUNAN YANG BERWAWASAN LINGKUNGAN.
6) MENDORONG TERCIPTANYA PENEGAKAN HUKUM DAN HAK AZASI MANUSIA (HAM) UNTUK MENCIPTAKAN KEAMANAN, KETERTIBAN DAN KEADILAN BAGI MASYARAKAT.
7) MENINGKATKAN DAYA SAING PRODUKSI PERTANIAN, INDUSTRY KECIL, UMKM, DAN PARIWISATA DALAM RANGKA PENINGKATAN EKONOMU MASYARAKAT.
8) MELAKUKAN PERCEPATAN PEMBANGUNAN PEREKONOMIAN DENGAN MENDORONG PERTUMBUHAN INVESTASI DAERAH YANG DIPADUKAN DENGAN KOPERASI DAN PEMBANGUNAN PASAR TRADISIONAL DAN MODERN",http://infopilkada.kpu.go.id/assets/eab76cd4/337_visimisi_visimisi_TaufanSurya.PDF
20,944,,,"http://infopilkada.kpu.go.id/assets/eab76cd4/515_visimisi_VISI%20MISI,%20KUALISI%20KUAT.pdf"
21,546,,,"http://infopilkada.kpu.go.id/assets/eab76cd4/718_visimisi_VISI%20MISI,%20KUALISI%20SIAP.pdf"
22,642,,,http://infopilkada.kpu.go.id/assets/eab76cd4/239_visimisi_visi%20misi.pdf
23,646,,,http://infopilkada.kpu.go.id/assets/eab76cd4/230_visimisi_VISI%20MISI%20SUDIANA%20SUTRISNO.pdf
24,461,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
25,662,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
26,349,"TERWUJUDNYA KABUPATEN BANDUNG YANG ADIL DAN MAKMUR, SERTA TERMAJU DI JAWA BARAT","1) Mewujudkan tata kelola pemerintahan yang kuat, profesional, bersih dan bebas korupsi dalam menjalankan roda pemerintahan, dan pemerintahan yang selalu hadir bagi kepentingan peningkatan pelayanan dasar dan daya dongkrak Indeks Pembangunan Manusia (IPM), serta peningkatan kesejahteraan masyarakat di Kabupaten Bandung
2) Mewujudkan Kabupaten Bandung sebagai daerah yang aman, nyaman, dan tenteram bersama penegakan supremasi hukum bagi iklim hubungan sosial yang toleran dalam kemajemukan, iklim investasi dan usaha yang kondusif, dan daya topang ekonomi yang kuat bagi masyarakatnya
3) Mewujudkan Kabupaten Bandung sebagai daerah dengan potensi sumber daya yang mampu memakmurkan masyarakatnya dan berdaya saing untuk kemudian unggul
4) Memperkuat hubungan kerja sinergis antar instansi dan lembaga di Kabupaten Bandung hingga pada tingkat pemerintahan desa, dan merperkuat hubungan kerjasama yang produktif antar pemerintahan, instansi, dan lembaga, baik horizontal maupun vertikal
5) Mewujudkan masyarakat Kabupaten Bandung yang berprestasi, ditopang dengan kekuatan moral agama dan sosial tinggi, baik di bidang ilmu pengetahuan, seni dan budaya, dan olah raga, melalui pembangunan sentral-sentral pendidikan dan pelatihan bertaraf nasional.",http://infopilkada.kpu.go.id/assets/eab76cd4/104_visimisi_Visi-Misi.pdf
27,711,KABUPATEN BANDUNG UNGGUL DENGAN DURIAT DAN GOTONG ROYONG,"1. Mewujudkan Pemerintahan Yang Baik dan Bersih (Good Government And Clean Governance) serta transparan dan akuntable;
2. Meningkatkan Kualitas Sumber Daya Manusia melalui Pendidikan Dan Kesehatan yang terjangkau;
3. Meningkatkan Kreatifitas Pemanfaatan Keterdapatan Potensi Pariwisata Yang Berbudaya;
4. Meningkatkan Peranan Pangan dengan pola penataan pemanfaatan Pertanahan Dan Pertanian Serta Peternakan;
5. Meningkatkan Kualitas dan Kuantitas Infrastruktur sesuai Tata Ruang Wilayah Dan Lingkungan Hidup;
6. Memfasilitasi Peningkatan Peranan Koperasi, UKM, Perindustrian Dan Perdagangan;
7. Memfasilitasi Peningkatan Peran Masyarakat Dan Desa Dalam Setiap Aspek Kehidupan;
8. Merangsang Kreasi Kepemudaan Dan Prestasi Keolahragaan;
9. Memfasilitasi Pendayagunaan Kolaborasi (Gotong Royong) Pemangku Kepentingan;",http://infopilkada.kpu.go.id/assets/eab76cd4/374_visimisi_Visi-Misi.pdf
28,1090,"Terwujudnya Kabupaten Banggai yang Maju, Mandiri, Sejahtera dan Produktif ","1) Mewujudkan pelayanan publik yang  berkualitas melalui peningkatan penyelenggaraan tata  kelola pemerintahan yang  baik  dan  bersih, transparan, serta bertanggung jawab.
2) Meningkatkan kualitas hidup  masyarakat dalam  pendidikan dan  kesehatan melalui pemerataan, pemenuhan sarana  dan prasarana serta peningkatan kualitas layanan.
3) Mempercepat interkonektifitas  wilayah melalui peningkatan pembangunan infrastruktur jalan  dan  jembatan.
4) Meningkatkan kualitas kehidupan sosial kemasyarakatan dengan memperkuat kehidupan beragama, kerukunan masyarakat dan  keharmonisan sosial.
5) Mendorong masuknya investasi bagi  pengembangan industri padat karya dan  sektor jasa  berbasis lingkungan dan berkelanjutan.
6) Meningkatkan produktifitas  pertanian dan  kelautan melalui pengembangan usaha  di bidang agribisnis dan  agro-industri.
7) Meningkatkan kemandirian ekonomi melalui pengembangan koperasi, ekonomi kreatif, serta Usaha  Mikro Kecil  dan Menengah (UMKM).",http://infopilkada.kpu.go.id/assets/eab76cd4/641_visimisi_visi%20misi%20ma'mun%20batia.pdf
29,1092,"MEWUJUDKAN KABUPATEN BANGGAI SEBAGAI PUSAT PERTUMBUHAN EKONOMI, PERTANIAN DAN KEMARITIMAN MELALUI BASIS KEARIFAN LOKAL DAN BUDAYA","1) MENCIPTAKAN PEMERINTAHAN YANG BAIK ( GOOD GOVERNANCE & CLEAN GOVERNANCE), SERTA AKUNTABEL MENUJU PEMERINTAHAN YANG BERSIH DAN BERWIBAWA.
2) MENGEMBANGKAN TEKNOLOGI PERTANIAN
3) MENGEMBANGKAN SEKTOR KEMARITIMAN
4) PENYEDIAAN DAN PENYEMPURNAAN INFRASTRUKTUR.
5) PENGEMBANGAN NILAI-NILAI KEARIFAN LOKAL;
6) PENGEMBANGAN BUDAYA DAN AGAMA.",http://infopilkada.kpu.go.id/assets/eab76cd4/643_visimisi_Visi%20Misi%20Herwin-Mustar.pdf
30,1095,MEWUJUDKAN KABUPATEN BANGGAI YANG MAJU DAN MANDIRI MELALUI PEMANTAPAN EKONOMI PRODUKTIF BERBASIS KERAKYATAN TAHUN 2021,"1) MEMBANGUN INFRASTRUKTUR DENGAN BERWAWASAN LINGKUNGAN DAN MENJAGA KELESTARIAN SUMBER DAYA ALAM
2) MENINGKATKAN KUALITAS SUMBER DAYA MANUSIA YANG BERAKHLAK, CERDAS, TERAMPIL DAN BERDAYA SAING MELALUI PENINGKATAN KUALITAS PENDIDIKAN
3) MEWUJUDKAN MASYARAKAT YANG SEHAT MELALUI LAYANAN KESEHATAN YANG TERJANGKAU DAN MERATA
4) MEWUJUDKAN TATANAN EKONOMI BERBASIS KERAKYATAN DENGAN MENITIKBERATKAN PENBERDAYAAN MASYARAKAT PERDESAAN DAN MISKIN, MELALUI PENGEMBANGAN POTENSI SPESIFIK UNGGULAN KEWILAYAHAN
5) MENGEMBANGKAN KUALITAS PELAYANAN BIROKRASI UNTUK MEWUJUDKAN PEMERINTAHAN YANG AMANAH",http://infopilkada.kpu.go.id/assets/eab76cd4/650_visimisi_Visi%20Misi%20Sofhian-Sukri.pdf
31,1139,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
32,1140,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
33,1141,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
34,1142,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
35,650,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
36,558,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
37,415,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
38,430,,,http://infopilkada.kpu.go.id/assets/eab76cd4/70_visimisi_VISI%20MISI%20(RINA%20-%20DJULAI).pdf
39,707,TERWUJUDNYA MASYARAKAT BANGKA SELATAN YANG ADIL DAN MAKMUR,"1) MENINGKATKAN SUMBER DAYA MANUSIA (SDM) YANG HANDAL DAN RELIGIUS;
2) MEMBANGUN PEREKONOMIAN MASYARAKAT YANG KOKOH, MAJU DAN BERKEADILAN;
3) MENCIPTAKAN IKLIM USAHA YANG KONDUSIF BAGI MASYARAKAT BANGKA SELATAN;
4) MEMBANGUN PEMERINTAHAN YANG EFEKTIF, BERSIH DAN BERWIBAWA;
5) MENINGKATKAN INFRASTRUKTUR YANG HANDAL DAN BERKUALITAS.",http://infopilkada.kpu.go.id/assets/eab76cd4/315_visimisi_VISI%20MISI%20(JAMRO%20-%20FIRMAN).pdf
40,708,"TERWUJUDNYA BANGKA SELATAN MANDIRI, MAJU, SEJAHTERA DAN BERDAYA SAING","1) MEWUJUDKAN KEMANDIRIAN EKONOMI MASYARAKAT BERBASIS POTENSI LOKAL
2) MEWUJUDKAN DAERAH YANG BERDAYA SAING
3) MEWUJUDKAN PELAYANAN PUBLIK YANG PROFESIONAL BERBASIS TEKNOLOGI INFORMASI DAN PENYELENGGARAAN TATA PEMERINTAHAN DAERAH YANG BAIK (GOOD LOCAL GOVERNANCE).
4) PENINGKATAN KUALITAS LINGKUNGAN HIDUP DAN PENGELOLAAN SUMBER DAYA ALAM
5) MEWUJUDKAN SUMBER DAYA MANUSIA YANG UNGGUL, KREATIF DAN RELIGIOUS",http://infopilkada.kpu.go.id/assets/eab76cd4/314_visimisi_VISI%20MISI%20(JUSTIAR%20-%20RIZA).pdf
41,422,,,http://infopilkada.kpu.go.id/assets/eab76cd4/177_visimisi_VISI%20MISI%203.jpg
42,423,"MEWUJUDKAN PERCEPATAN PEMBANGUNAN DENGAN MENINGKATKAN PERTUMBUHAN EKONOOMI MELALUI PEMANFAATAN POTENSI - POTENSI LOKAL BERBASIS TEKNOLOGI YANG DISERTAI NILAI - NILAI LUHUR KEAGAMAAN, BUDAYA DAN MORALITASI SERTA MEWUJUDKAN PEMERINTAHAN YANG BERORIENTASI PADA PELAYANAN PUBLIK MENUJU BANGKA TENGAH MANTAB (MAJU, AMAN, NYAMAN, TERTIB, ASRI DAN BERBUDAYA).","1) MEMBANGUN MASYARAKAT YANG UNGGUL DAN BERDAYA SAING MEN=LALUI PENDIDIKAN YANG MENCERDASKAN DENGAN BERLANDASKAN KEIMANAN DAN KETAQWAAN YANG KUAT
2) MEMBERIKAN PELAYANAN KESEHATAN YANG BAIK BAGI DAN TERJANGKAU KEPADA MASYARAKAT TERUTAMA BAGI YANG TIDAK MAMPU.
3) MEMBANGUN EKONOMI YANG KOKOH MELALUI PENGEMBANGAN USAHA KECIL, MENENGAH, KOPERASI, DENGAN MEMANFAATKAN POTENSI-POTENSI LOKAL PERIKANAN, PERTANIAN, KEHUTANAN, INDUSTRI, PARIWISATA, DAN BUDAYA GUNA MENGURANGI ANGKA PENGANGGURAN DAN MENINGKATKAN KESEJAHTERAAN MASYARAKAT.
4) MENGELOLA SUMBER DAYA ALAM SECARA EFEKTIF DAN EFISIEN DAN BERWAWASAN LINGKUNGAN SERTA DENGAN MEMPERHATIKAN KEARIFAN LOKAL
5) MEMBANGUN INFRASTRUKTUR BANGKA TENGAH YANG NYAMAN, BERNILAI STRATEGIS MELALUI PENINGKATAN SARANA JALAN, TATA RUANG YANG TERATUR, MENSINERGIKAN POTENSI EKONOMI ANTAR SEKTOR DAN WILAYAH DAN PERLINGUNGAN LAHAN PERTANIAN DAN HUTAN YANG BERKELANJUTAN, SERTA PENGELOLAAN SAMPAH YANG MEMBERI NILAI TAMBAH.
6) MENINGKTAKAN PERAN MASYARAKAT, PEMUDA, PELAKU OLAH RAGA DAN SENI SERTA BUDAYA DALAM BINGKAI KEARIFAN LOKAL DENGAN MEMPERHATIKAN KEBUTUHAN MASYAAKAT DAN MEMBANGUN RUMAH SENI YANG AKAN DIJADIKAN SEBAGAI PUSAT KREASI DAN BUDAYA BANGKA TENGAH.
7) MENATA PEMERINTAHAN YANG BAIK DAN BERSIH DENGAN BIROKRASI YANG EFISIEN, EFEKTIF, PRODUKTIF, KREATIF, INOVATIF DAN RESPONSIF GUNA PENINGKATAN PELAYANAN PUBLIK.
8) MENGEMBANGKAN POTENSI WISATA BANGKA TENGAH DENGAN MELIBATKAN POTENSI SUMBER DAYA MANUSIA LOKAL DENGAN MENGUNGGULKAN KEINDAHAN DALAM DAN MENYAJIKAN MAKANAN KHAS DAERAH SERTA MENUMBUHKAN KERAJINAN - KERAJINAN LOKAL DENGAN MEMANFAATKAN SUMBER DAYA ALAM YANG ADA.
9) MEMBERIKAN JAMINAN KEPADA MASYARAKAT MISKIN DAN TIDAK MEMILIKI KEMAMPUAN UNTUK MENDAPATKAN TEMPAT TINGGAL YANG LAYAK DENGAN PROGRAM BANTUAN RUMAH LAYAK HUNI.",http://infopilkada.kpu.go.id/assets/eab76cd4/178_visimisi_VISI-MISI%20PAHALA.pdf
43,859,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
44,861,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
45,1245,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
46,452,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
47,519,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
48,961,"TERWUJUDNYA MASYARAKAT KABUPATEN BANTUL YANG SEHAT, CERDAS, DAN SEJAHTERA, BERLANDASKAN NILAI - NILAI KEMANUSIAAN, NASIONALISME DAN RELIGIUSITAS DALAM WADAH NEGARA KESATUAN REPUBLIK INDONESIA (NKRI)","1) MENINGKATKAN KUALITAS SUMBERDAYA MANUSIA (SDM) YANG SEHAT, CERDAS DAN BERKEPRIBADIAN LUHUR MELALUI PELAKSANAAN WAJIB BELAJAR 12 TAHUN TERMASUK SISWA BERKEBUTUHAN KHUSUS DAN MENYEDIAKAN PERAWATAN KKESEHATAN YANG MEMADAI UNTUK SELURUH MASYARAKAT DENGAN PEMBERIAN KERINGANAN SAMPAI PEMBEBASAN BIAYA BBAGI MASYARAKAT PRA SEJAHTERA.

2) MENINGKATKAN PEREKONOMIAN RAKYAT DENGAN MENGEMBANGKAN POTENSI DAERAH, MENDORONG PERTUMBUHAN INVESTASI DI BIDANG PERTANIAN, PARIWISATA, INDUSTRI, DAN PERDAGANGAN, MEMBERIKAN INSENTIF, SUBSIDI DAN FASILITAS BAGI USAHA MIKRO, KECIL DAN MENENGAH SERTA MENDAYAGUNAKAN TEKNOLOGI MODERN DENGAN MELIBATKAN SEBESAR0BEARNYA SUMBERDAYA LOKAL.

3) MENINGKATKAN KAPASITAS DAN KUALITAS SARANA-PRASARANA UMUM DAN MENINGKATKAN PENGELOLAAN SUMBERDAYA ALAM DAN LINGKUNAGAN HIDUP SECARA TERPADU DAN BERKELANJUTAN.

4) MENINGKATKAN TATA KELOLA PEMERINTAHAN YANG BAIK MELALUI PENINGKATAN KUALITAS BIROKRASI YANG EFISIEN DAN MELAYANI MASYARAKAT, MENCEGAH DAN MEMBERANTAS KORUPSI, KOLUSI DAN NEPOTISME DENGAN MENERAPKAN MANAJEMEN TERBUKA DAN AKUNTABEL

5) MENINGKATKAN TATA KEHIDUPAN MASYARAKAT BANTUL YANG AMAN, PROGRESSIF DAN HARMONIS SERTA BERBUDAYA ISTIMEWA.",http://infopilkada.kpu.go.id/assets/eab76cd4/527_visimisi_Visi%20Misi%20-%20Drs.%20Suharsono.pdf
49,276,,,http://infopilkada.kpu.go.id/assets/eab76cd4/
50,553,"TERWUJUDNYA MASYARAKAT BANYUWANGI ANG SEMAKIN SEJAHTERA, MADIRI DAN BERAKHLAK MULIA MELALUI PENINGKATAN PEREKONOMIAN DAN KUALITAS SUMBER DAYA MANUSIA","1) MEWUJUDKAN AKSEBILITAS DAN KUALITAS PELAYANAN BIDANG PENDIDIKAN, KESEHATAN DAN KEBUTUHAN DASAR LAINNYA;
2) MEWUJUDKAN DAYA SAING EKONOMI DAERAH MELALUI PERTUMBUHAN EKONOMI YANG BERKUALITAS DAN BERKELANJUTAN BERBASIS POTENSI SUMBERDAYA ALAM DAN KEARIFAN LOKAL;
3) MENINGKATKAN KUANTITAS DAN KUALITAS INFRASTRUKTUR FISIK, EKONOMI, DAN SOSIAL;
4) OPTIMALISASI SUMBERDAYA DAERAH BERBASIS PEMBERDAYAAN MASYARAKAT, PEMBANGUNAN BERKELANJUTAN DAN BERWAWASAN LINGKUNGAN.
5) MEWUJUDKAN TATA PEMERINTAHAN YANG BAIK DAN BERSIH (GOOD AND CLEAN GOVERNANCE) SERTA LAYANAN PUBLIK YANG BERKUALITAS BERBASIS TEKNOLOGI INFORMASI",http://infopilkada.kpu.go.id/assets/eab76cd4/131_visimisi_VISI%20MISI.pdf
51,790,MENUJU BANYUWANGI YANG BERINSAN SEUTUHNYA,"1.     Penciptaan kultur apparat pemerintah dan masyarakat BANYUWANGI YANG BERINSAN SEUTUHNYA dengan mefungsikan nilai-nilai agama sebagai landasan moral dan etikan dalam pembangunan daerah , pembinaan akhlakul kharimah dan memupuk etos kerja yang baik.
2.     Pemberdayaan desa dan kelurahan sebagai ujung tombak penyelenggaran penbangunan yang berpartisipatif dan dan demokratis sesuai kebutuhan yang didasarkan pada karakteristik dan potensi sumber daya alam dan sumber daya manusia yang tersedia.
3.     Mengembangkan  kemandirian  perekonomian  daerah yang bertumpu pada pengembangan kearifaan lokal unggulan melalui sinergi fungsi-fungsi pertanian, industry, pariwisata, dan sector lainnya dengan penekan pada peningkatan pendapatan masyarakat dan pencipataan lapangan pekerjaan serta berwawasan  lingkungan.
4.     Peningkatan kesejahteraan dan perlindungan social  masyarakat dengan melakukan pemerataan dan penyeimbangan pembangunan secara berkelanjutan  untuk mengurangi  kesejangan ekonomi, social , politik dan budaya
5.     Menciptakan kualitas pelayanan public, sistim kelembagaan dan tatalaksana pemerintah daerah yang bersih , efisien , efektif, professional, trasparan , dan akuntabel yang didukung dengan sistim pengawasan yang efektif guna menekan priaku korupsi, kolusif dan meningkatkan pengetahauan, pemahaman dan pengalaman agama yang  tinggi.
6.     Meningkatkan indeks pembanguna manusia melalui proses pembangunan yang berkesinambungan.
7.     Meningkatkan kesejahteraan masyarakat melalui pemberdayaan ekonomi kerakyatan dan mengurangikemiskinan.
8.     Meningkatkan pembangunan dan meningkatkan sarana dan prasarana bagi kepentingan ekonomi dan kesejahteraan masyarakat.
9.     Meningkatkan kesempatan berwirausaha dan mencuptakan lapangan kerja.
10.  Mewujudkan pertanian sebagai soko guru ekonomi yang dapat memberikan kontrisbusi bagi pembangunan Kabupaten Banyuwangi yang sesuai dengan potensi Daerah.
11.  Mewujudkan Pemerintahan yang baik dan bersih ( Good and Clean Governance )",http://infopilkada.kpu.go.id/assets/eab76cd4/401_visimisi_VISI%20MISI.pdf
52,1026,,,http://infopilkada.kpu.go.id/assets/eab76cd4/595_visimisi_VISI%20MISI%20MALKAN%20AMIN.pdf
53,561,,,http://infopilkada.kpu.go.id/assets/eab76cd4/322_visimisi_VISI%20MISI%20ANDI%20ANWAR%20AKSA.pdf
54,548,,,http://infopilkada.kpu.go.id/assets/eab76cd4/321_visimisi_VISI%20MISI%20A.%20IDRIS%20SYUKUR.pdf
55,242,"Terwujudnya Masyarakat Batang Hari yang Sejahtera, Adil, Tertib dan berIman","1. Meningkatkan Kualitas Kesejahteraan Masyarakat;
2. Meningkatkan Perekonomian Masyarakat berbasis pada Agribisnis dan Agroindustri;
3. Meningkatkan Kualitas Kehidupan Masyarakat melalui Pendidikan, Kesehatan, Budaya dan Agama;
4. Meningkatkan Tata Kelola Pemerintahan yang Baik dan Bebas Korupsi.",http://infopilkada.kpu.go.id/assets/eab76cd4/106_visimisi_KPU%20VM%20VISI%20MISI.pdf
56,1032,"Bersama mewujudkan Batanghari yang Sejahtera, Ekonomi Maju, Pendidikan Unggul, Religius, Nyaman dan Aman”","1. Mewujudkan pemerintahan yang transparansi dan mengutamakan pelayanan publik.
2. Mengembangkan sumberdaya lokal dan meningkatkan partisipasi swasta untuk pengembangan agribisnis dan kemajuan perekonomian desa.
3. Membangun dan meningkatkan serta memelihara sarana transportasi.
4. Meningkatkan standarisasi sarana pendidikan untuk kualitas sumber daya manusia dan tersedianya fasilitas kesehatan yang berkualitas dan terjangkau bagi seluruh masyarakat.
5. Memanfaatkan secara maksimal potensi sumber daya alam secara bijaksana dan cerdas untuk kepentingan masyarakat luas.
6. Mewujudkan masyarakat yang bersikap toleransi, mengutamakan nilai-nilai agama dan budaya yang mengedapankan musyawarah.
7. Terciptanya suasana aman dan nyaman, keamanan dalam berinvestasi dan menjamin atas hak masyarakat.",http://infopilkada.kpu.go.id/assets/eab76cd4/591_visimisi_visimisi%20Camelia-Amin.pdf
